Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,588,Sales,8,College Graduate,Technical Degree,High Satisfaction,Female,65,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,5228,24624,1,Yes,11,Excellent Performance,Very High Satisfaction,0,13,2,Better Balance,13,12,11,9
27,No,Travel_Rarely,1377,Sales,2,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,74,High Involvement,Junior Level,Sales Executive,High Satisfaction,Single,4478,5242,1,Yes,11,Excellent Performance,Low Satisfaction,0,5,3,Better Balance,5,4,0,4
31,No,Travel_Rarely,691,Sales,7,Bachelor’s Degree,Marketing,Very High Satisfaction,Male,73,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Divorced,7547,7143,4,No,12,Excellent Performance,Very High Satisfaction,3,13,3,Better Balance,7,7,1,7
32,No,Travel_Rarely,1018,Research & Development,2,Master’s Degree,Medical,Low Satisfaction,Female,74,Very High Involvement,Junior Level,Research Scientist,Very High Satisfaction,Single,5055,10557,7,No,16,Excellent Performance,High Satisfaction,0,10,0,Good Balance,7,7,0,7
28,Yes,Travel_Rarely,1157,Research & Development,2,Master’s Degree,Medical,Low Satisfaction,Male,84,Low Involvement,Entry Level,Research Scientist,Very High Satisfaction,Married,3464,24737,5,Yes,13,Excellent Performance,Very High Satisfaction,0,5,4,Good Balance,3,2,2,2
30,No,Travel_Rarely,1275,Research & Development,28,College Graduate,Medical,Very High Satisfaction,Female,64,High Involvement,Junior Level,Research Scientist,Very High Satisfaction,Married,5775,11934,1,No,13,Excellent Performance,Very High Satisfaction,2,11,2,Better Balance,10,8,1,9
31,No,Travel_Frequently,798,Research & Development,7,College Graduate,Life Sciences,High Satisfaction,Female,48,Moderate Involvement,Mid Level,Manufacturing Director,High Satisfaction,Married,8943,14034,1,No,24,Outstanding Performance,Low Satisfaction,1,10,2,Better Balance,10,9,8,9
39,No,Travel_Frequently,672,Research & Development,7,College Graduate,Medical,High Satisfaction,Male,54,Moderate Involvement,Executive Level,Manager,Very High Satisfaction,Married,19272,21141,1,No,15,Excellent Performance,Low Satisfaction,1,21,2,Better Balance,21,9,13,3
39,Yes,Travel_Rarely,1162,Sales,3,College Graduate,Medical,Very High Satisfaction,Female,41,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,5238,17778,4,Yes,18,Excellent Performance,Low Satisfaction,0,12,3,Good Balance,1,0,0,0
33,No,Travel_Frequently,508,Sales,10,Bachelor’s Degree,Marketing,Moderate Satisfaction,Male,46,Moderate Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,4682,4317,3,No,14,Excellent Performance,High Satisfaction,0,9,6,Good Balance,7,7,0,1
47,No,Travel_Rarely,1482,Research & Development,5,Doctorate,Life Sciences,Very High Satisfaction,Male,42,High Involvement,Executive Level,Research Director,High Satisfaction,Married,18300,16375,4,No,11,Excellent Performance,Moderate Satisfaction,1,21,2,Better Balance,3,2,1,1
43,No,Travel_Frequently,559,Research & Development,10,Master’s Degree,Life Sciences,High Satisfaction,Female,82,Moderate Involvement,Junior Level,Laboratory Technician,High Satisfaction,Divorced,5257,6227,1,No,11,Excellent Performance,Moderate Satisfaction,1,9,3,Excellent Balance,9,7,0,0
27,No,Non-Travel,210,Sales,1,High School or Below,Marketing,High Satisfaction,Male,73,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,6349,22107,0,Yes,13,Excellent Performance,Very High Satisfaction,1,6,0,Better Balance,5,4,1,4
54,No,Travel_Frequently,928,Research & Development,20,Master’s Degree,Life Sciences,Very High Satisfaction,Female,31,High Involvement,Junior Level,Research Scientist,High Satisfaction,Single,4869,16885,3,No,12,Excellent Performance,Very High Satisfaction,0,20,4,Good Balance,4,3,0,3
43,No,Travel_Rarely,1001,Research & Development,7,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,43,High Involvement,Mid Level,Healthcare Representative,Low Satisfaction,Married,9985,9262,8,No,16,Excellent Performance,Low Satisfaction,1,10,1,Good Balance,1,0,0,0
45,No,Travel_Rarely,549,Research & Development,8,Master’s Degree,Other,Very High Satisfaction,Male,75,High Involvement,Junior Level,Research Scientist,Very High Satisfaction,Married,3697,9278,9,No,14,Excellent Performance,Low Satisfaction,2,12,3,Better Balance,10,9,9,8
40,No,Travel_Rarely,1124,Sales,1,College Graduate,Medical,Moderate Satisfaction,Male,57,Low Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,7457,13273,2,Yes,22,Outstanding Performance,High Satisfaction,3,6,2,Good Balance,4,3,0,2
29,Yes,Travel_Rarely,318,Research & Development,8,Master’s Degree,Other,Moderate Satisfaction,Male,77,Low Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,2119,4759,1,Yes,11,Excellent Performance,Very High Satisfaction,0,7,4,Good Balance,7,7,0,7
29,No,Travel_Rarely,738,Research & Development,9,Doctorate,Other,Moderate Satisfaction,Male,30,Moderate Involvement,Entry Level,Laboratory Technician,Very High Satisfaction,Single,3983,7621,0,No,17,Excellent Performance,High Satisfaction,0,4,2,Better Balance,3,2,2,2
30,No,Travel_Rarely,570,Sales,5,Bachelor’s Degree,Marketing,Very High Satisfaction,Female,30,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Divorced,6118,5431,1,No,13,Excellent Performance,High Satisfaction,3,10,2,Better Balance,10,9,1,2
27,No,Travel_Rarely,1130,Sales,8,Master’s Degree,Marketing,Moderate Satisfaction,Female,56,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Married,6214,3415,1,No,18,Excellent Performance,Low Satisfaction,1,8,3,Better Balance,8,7,0,7
37,No,Travel_Rarely,1192,Research & Development,5,College Graduate,Medical,Very High Satisfaction,Male,61,High Involvement,Junior Level,Manufacturing Director,Very High Satisfaction,Divorced,6347,23177,7,No,16,Excellent Performance,High Satisfaction,2,8,2,Good Balance,6,2,0,4
38,No,Travel_Rarely,343,Research & Development,15,College Graduate,Life Sciences,High Satisfaction,Male,92,Moderate Involvement,Mid Level,Research Director,Very High Satisfaction,Divorced,11510,15682,0,Yes,14,Excellent Performance,Moderate Satisfaction,1,12,3,Better Balance,11,10,2,9
31,No,Travel_Rarely,1232,Research & Development,7,Master’s Degree,Medical,High Satisfaction,Female,39,High Involvement,Mid Level,Manufacturing Director,Very High Satisfaction,Single,7143,25713,1,Yes,14,Excellent Performance,High Satisfaction,0,11,2,Good Balance,11,9,4,10
29,No,Travel_Rarely,144,Sales,10,High School or Below,Marketing,Very High Satisfaction,Female,39,Moderate Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Divorced,8268,11866,1,Yes,14,Excellent Performance,Low Satisfaction,2,7,2,Better Balance,7,7,1,7
35,No,Travel_Rarely,1296,Research & Development,5,Master’s Degree,Technical Degree,High Satisfaction,Male,62,High Involvement,Mid Level,Manufacturing Director,Moderate Satisfaction,Single,8095,18264,0,No,13,Excellent Performance,Very High Satisfaction,0,17,5,Better Balance,16,6,0,13
23,No,Travel_Rarely,1309,Research & Development,26,High School or Below,Life Sciences,High Satisfaction,Male,83,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Divorced,2904,16092,1,No,12,Excellent Performance,High Satisfaction,2,4,2,Good Balance,4,2,0,2
41,No,Travel_Rarely,483,Research & Development,6,Bachelor’s Degree,Medical,Very High Satisfaction,Male,95,Moderate Involvement,Junior Level,Manufacturing Director,Moderate Satisfaction,Single,6032,10110,6,Yes,15,Excellent Performance,Very High Satisfaction,0,8,3,Better Balance,5,4,1,2
47,No,Travel_Frequently,1309,Sales,4,High School or Below,Medical,Moderate Satisfaction,Male,99,High Involvement,Junior Level,Sales Representative,High Satisfaction,Single,2976,25751,3,No,19,Excellent Performance,Low Satisfaction,0,5,3,Better Balance,0,0,0,0
42,No,Travel_Rarely,810,Research & Development,23,Doctorate,Life Sciences,Low Satisfaction,Female,44,High Involvement,Senior Level,Research Director,Very High Satisfaction,Single,15992,15901,2,No,14,Excellent Performance,Moderate Satisfaction,0,16,2,Better Balance,1,0,0,0
29,No,Non-Travel,746,Sales,2,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,61,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,4649,16928,1,No,14,Excellent Performance,Low Satisfaction,1,4,3,Good Balance,4,3,0,2
42,No,Travel_Rarely,544,Human Resources,2,High School or Below,Technical Degree,High Satisfaction,Male,52,High Involvement,Entry Level,Human Resources,High Satisfaction,Divorced,2696,24017,0,Yes,11,Excellent Performance,High Satisfaction,1,4,5,Better Balance,3,2,1,0
32,No,Travel_Rarely,1062,Research & Development,2,Bachelor’s Degree,Medical,High Satisfaction,Female,75,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Married,2370,3956,1,No,13,Excellent Performance,High Satisfaction,1,8,4,Better Balance,8,0,0,7
48,No,Travel_Rarely,530,Sales,29,High School or Below,Medical,Low Satisfaction,Female,91,High Involvement,Mid Level,Manager,High Satisfaction,Married,12504,23978,3,No,21,Outstanding Performance,Moderate Satisfaction,1,15,3,Poor Balance,0,0,0,0
37,No,Travel_Rarely,1319,Research & Development,6,Bachelor’s Degree,Medical,High Satisfaction,Male,51,Very High Involvement,Junior Level,Research Scientist,Low Satisfaction,Divorced,5974,17001,4,Yes,13,Excellent Performance,Low Satisfaction,2,13,2,Better Balance,7,7,6,7
30,No,Non-Travel,641,Sales,25,College Graduate,Technical Degree,Very High Satisfaction,Female,85,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,4736,6069,7,Yes,12,Excellent Performance,Moderate Satisfaction,1,4,2,Excellent Balance,2,2,2,2
26,No,Travel_Rarely,933,Sales,1,Bachelor’s Degree,Life Sciences,High Satisfaction,Male,57,High Involvement,Junior Level,Sales Executive,High Satisfaction,Married,5296,20156,1,No,17,Excellent Performance,Moderate Satisfaction,1,8,3,Better Balance,8,7,7,7
42,No,Travel_Rarely,1332,Research & Development,2,Master’s Degree,Other,Low Satisfaction,Male,98,Moderate Involvement,Junior Level,Healthcare Representative,Very High Satisfaction,Single,6781,17078,3,No,23,Outstanding Performance,Moderate Satisfaction,0,14,6,Better Balance,1,0,0,0
21,Yes,Travel_Frequently,756,Sales,1,High School or Below,Technical Degree,Low Satisfaction,Female,99,Moderate Involvement,Entry Level,Sales Representative,Moderate Satisfaction,Single,2174,9150,1,Yes,11,Excellent Performance,High Satisfaction,0,3,3,Better Balance,3,2,1,2
36,No,Non-Travel,845,Sales,1,Doctorate,Medical,Very High Satisfaction,Female,45,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,6653,15276,4,No,15,Excellent Performance,Moderate Satisfaction,0,7,6,Better Balance,1,0,0,0
36,No,Travel_Frequently,541,Sales,3,Master’s Degree,Medical,Low Satisfaction,Male,48,Moderate Involvement,Mid Level,Sales Executive,Very High Satisfaction,Married,9699,7246,4,No,11,Excellent Performance,Low Satisfaction,1,16,2,Better Balance,13,9,1,12
57,No,Travel_Rarely,593,Research & Development,1,Master’s Degree,Medical,Very High Satisfaction,Male,88,High Involvement,Junior Level,Healthcare Representative,High Satisfaction,Married,6755,2967,2,No,11,Excellent Performance,High Satisfaction,0,15,2,Better Balance,3,2,1,2
40,No,Travel_Rarely,1171,Research & Development,10,Master’s Degree,Life Sciences,Very High Satisfaction,Female,46,Very High Involvement,Entry Level,Laboratory Technician,High Satisfaction,Married,2213,22495,3,Yes,13,Excellent Performance,High Satisfaction,1,10,3,Better Balance,7,7,1,7
21,No,Non-Travel,895,Sales,9,College Graduate,Medical,Low Satisfaction,Male,39,High Involvement,Entry Level,Sales Representative,Very High Satisfaction,Single,2610,2851,1,No,24,Outstanding Performance,High Satisfaction,0,3,3,Good Balance,3,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,Bachelor’s Degree,Marketing,Very High Satisfaction,Female,34,High Involvement,Entry Level,Sales Representative,High Satisfaction,Single,2851,9150,1,Yes,13,Excellent Performance,Moderate Satisfaction,0,1,2,Better Balance,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,Bachelor’s Degree,Medical,High Satisfaction,Female,98,High Involvement,Entry Level,Laboratory Technician,Low Satisfaction,Married,3452,17663,6,No,20,Outstanding Performance,Moderate Satisfaction,1,17,3,Better Balance,5,4,0,3
46,No,Non-Travel,1144,Research & Development,7,Master’s Degree,Medical,High Satisfaction,Female,30,High Involvement,Junior Level,Manufacturing Director,High Satisfaction,Married,5258,16044,2,No,14,Excellent Performance,High Satisfaction,0,7,2,Excellent Balance,1,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,Bachelor’s Degree,Marketing,Low Satisfaction,Male,56,High Involvement,Junior Level,Sales Executive,Moderate Satisfaction,Single,9355,9558,1,No,18,Excellent Performance,High Satisfaction,0,8,5,Better Balance,8,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,Bachelor’s Degree,Technical Degree,Very High Satisfaction,Male,100,Moderate Involvement,Mid Level,Healthcare Representative,Very High Satisfaction,Single,10496,2755,6,No,15,Excellent Performance,Very High Satisfaction,0,20,2,Better Balance,4,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,College Graduate,Marketing,High Satisfaction,Male,68,Moderate Involvement,Junior Level,Sales Executive,High Satisfaction,Married,6380,6110,2,Yes,12,Excellent Performance,Low Satisfaction,2,8,6,Better Balance,6,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,Master’s Degree,Life Sciences,High Satisfaction,Male,42,Moderate Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Single,2657,7551,0,Yes,16,Excellent Performance,Very High Satisfaction,0,3,5,Better Balance,2,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,90,Very High Involvement,Entry Level,Sales Representative,Moderate Satisfaction,Single,2716,25422,1,No,15,Excellent Performance,Very High Satisfaction,0,1,0,Better Balance,1,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Male,54,High Involvement,Entry Level,Research Scientist,Very High Satisfaction,Single,2201,18168,9,No,16,Excellent Performance,Very High Satisfaction,0,6,4,Better Balance,3,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,Master’s Degree,Life Sciences,High Satisfaction,Male,97,Moderate Involvement,Junior Level,Healthcare Representative,Moderate Satisfaction,Single,6540,19394,9,No,19,Excellent Performance,High Satisfaction,0,10,5,Better Balance,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,College Graduate,Medical,Very High Satisfaction,Male,82,High Involvement,Entry Level,Laboratory Technician,Moderate Satisfaction,Divorced,3816,17881,1,No,11,Excellent Performance,Moderate Satisfaction,1,5,2,Better Balance,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,Master’s Degree,Life Sciences,Moderate Satisfaction,Male,92,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,5253,20750,1,No,16,Excellent Performance,Very High Satisfaction,0,7,1,Better Balance,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,Bachelor’s Degree,Other,Moderate Satisfaction,Male,31,Moderate Involvement,Mid Level,Healthcare Representative,High Satisfaction,Single,10965,12066,8,No,24,Outstanding Performance,High Satisfaction,0,26,2,Better Balance,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,College Graduate,Life Sciences,High Satisfaction,Female,87,High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Married,4936,14862,4,No,11,Excellent Performance,High Satisfaction,1,18,2,Good Balance,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,Bachelor’s Degree,Life Sciences,Very High Satisfaction,Female,96,High Involvement,Entry Level,Research Scientist,High Satisfaction,Married,2543,11868,4,No,13,Excellent Performance,Moderate Satisfaction,1,6,3,Better Balance,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,Bachelor’s Degree,Marketing,Low Satisfaction,Male,67,Very High Involvement,Junior Level,Sales Executive,Very High Satisfaction,Single,5304,4652,8,Yes,13,Excellent Performance,Moderate Satisfaction,0,9,3,Good Balance,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,Bachelor’s Degree,Life Sciences,High Satisfaction,Female,97,High Involvement,Senior Level,Manager,Very High Satisfaction,Single,16659,23258,2,Yes,13,Excellent Performance,High Satisfaction,0,30,2,Better Balance,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,Master’s Degree,Marketing,Very High Satisfaction,Female,77,High Involvement,Junior Level,Sales Executive,High Satisfaction,Divorced,4260,5915,1,Yes,12,Excellent Performance,Very High Satisfaction,1,5,2,Excellent Balance,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,High School or Below,Technical Degree,High Satisfaction,Male,72,High Involvement,Entry Level,Sales Representative,Moderate Satisfaction,Married,2476,17434,1,No,18,Excellent Performance,Low Satisfaction,1,1,3,Better Balance,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,High School or Below,Technical Degree,High Satisfaction,Male,73,High Involvement,Entry Level,Research Scientist,Low Satisfaction,Single,3102,6582,0,No,22,Outstanding Performance,High Satisfaction,0,7,2,Better Balance,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,Bachelor’s Degree,Medical,Low Satisfaction,Female,43,High Involvement,Entry Level,Research Scientist,Moderate Satisfaction,Married,2244,24440,1,No,13,Excellent Performance,Very High Satisfaction,1,2,1,Better Balance,2,1,1,2
